Источник,ID,Sheet_ID,Название_листа,Название_проекта,Описание,Google_Sheets_URL,Исполнитель,Контрагент,Регион,Количество_товаров,Статус,Дата_создания
SheetMetadata,3174,1zOtwlkCuPBMaoe1VHMi4ordoFiAZv4b5cVe3BfWS930,google_sheet_20250923_20000.0,,,https://docs.google.com/spreadsheets/d/1zOtwlkCuPBMaoe1VHMi4ordoFiAZv4b5cVe3BfWS930/edit,,,,0,pending,
SheetMetadata,3175,1QSX0QKzFEBkXgWp4K8cC_wkhQq0h2a8T5820jtUw-CQ,google_sheet_20250923_9200.0,,,https://docs.google.com/spreadsheets/d/1QSX0QKzFEBkXgWp4K8cC_wkhQq0h2a8T5820jtUw-CQ/edit,,,,0,pending,
SheetMetadata,3176,1tkwM3kfLSRBow_8EDhTnnF6jBjT7piR8i1VMwa4Jzak,google_sheet_20250923_1300.0,,,https://docs.google.com/spreadsheets/d/1tkwM3kfLSRBow_8EDhTnnF6jBjT7piR8i1VMwa4Jzak/edit?usp=drivesdk,,,,0,pending,
SheetMetadata,3177,1z6dziCwICsxGC8wvrbmqdz9PDc4PbmTy5q129OoV9VI,google_sheet_20250923_от_10000_до_20000,,,https://docs.google.com/spreadsheets/d/1z6dziCwICsxGC8wvrbmqdz9PDc4PbmTy5q129OoV9VI/edit,,,,0,pending,
SheetMetadata,3178,1d3gyFLDeQ1oN8_UkcU2PuGjM1qEsffiUKocIa6Q4z5g,google_sheet_20250923_от_100_до_5000,,,https://docs.google.com/spreadsheets/d/1d3gyFLDeQ1oN8_UkcU2PuGjM1qEsffiUKocIa6Q4z5g/edit,,,,0,pending,
SheetMetadata,3179,1xeik49EPTQe3QlIICL92IN59Yw9YR04n60wa7ixHrQI,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1xeik49EPTQe3QlIICL92IN59Yw9YR04n60wa7ixHrQI/edit,,,,0,pending,
SheetMetadata,3180,1Ccn_91LdSF5wDSf0psitV_nfxacb638tmvNCpq-QwZ0,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1Ccn_91LdSF5wDSf0psitV_nfxacb638tmvNCpq-QwZ0/edit,,,,0,pending,
SheetMetadata,3181,1g0tWXgsqdJqcFHMX6z2Vzf2wp3TnMhc55AO0mhxppnM,google_sheet_20250923_от_1000_до_3000,,,https://docs.google.com/spreadsheets/d/1g0tWXgsqdJqcFHMX6z2Vzf2wp3TnMhc55AO0mhxppnM/edit,,,,0,pending,
SheetMetadata,3182,1vEwabvAIJ_VszygLcwSjRbYt0oSTf2EiyH_9gSNiNYA,google_sheet_20250923_19500.0,,,https://docs.google.com/spreadsheets/d/1vEwabvAIJ_VszygLcwSjRbYt0oSTf2EiyH_9gSNiNYA/edit,,,,0,pending,
SheetMetadata,3183,10jOqP9jAQKvvjDwmxarp8u2BmCVpJ4QVOrdP4DdoqIw,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/10jOqP9jAQKvvjDwmxarp8u2BmCVpJ4QVOrdP4DdoqIw/edit,,,,0,pending,
SheetMetadata,3184,1ryw_EzhmGxwHiny2ftFWgktq9ZdGn-iOcFd8_11wStE,google_sheet_20250923_от_1500_до_3000,,,https://docs.google.com/spreadsheets/d/1ryw_EzhmGxwHiny2ftFWgktq9ZdGn-iOcFd8_11wStE/edit,,,,0,pending,
SheetMetadata,3185,1zJDbJdapdmb5mHLBhfnh-bXi0i2-T7RsAuV_uEPtv9I,google_sheet_20250923_от_3000_до_5000,,,https://docs.google.com/spreadsheets/d/1zJDbJdapdmb5mHLBhfnh-bXi0i2-T7RsAuV_uEPtv9I/edit,,,,0,pending,
SheetMetadata,3186,1J5F9107ZtB8dknk6A_YhN6UeIop-TaQTqO4gaq7OSMQ,google_sheet_20250923_от_500_до_2000,,,https://docs.google.com/spreadsheets/d/1J5F9107ZtB8dknk6A_YhN6UeIop-TaQTqO4gaq7OSMQ/edit,,,,0,pending,
SheetMetadata,3187,14e_1uwBybw5unZr-RNsdBkxwQv1He_VVvkyyGVXI2ho,google_sheet_20250923_от_50_до_144,,,https://docs.google.com/spreadsheets/d/14e_1uwBybw5unZr-RNsdBkxwQv1He_VVvkyyGVXI2ho/edit,,,,0,pending,
SheetMetadata,3188,1qi9N6JkidyJMiDGW211HgvluqavO-6178YDrUuRS5ew,google_sheet_20250923_от_5000_до_19500,,,https://docs.google.com/spreadsheets/d/1qi9N6JkidyJMiDGW211HgvluqavO-6178YDrUuRS5ew/edit,,,,0,pending,
SheetMetadata,3189,15T-elJbPlmwOLfU9MSPdM178mAkKxB-jjZ6X7dbKqgU,google_sheet_20250923_от_500_до_5000,,,https://docs.google.com/spreadsheets/d/15T-elJbPlmwOLfU9MSPdM178mAkKxB-jjZ6X7dbKqgU/edit,,,,0,pending,
SheetMetadata,3190,1w7ZwvAL1nKTFeA7rsAueh40rpBtELblG6SniPRdvMhI,google_sheet_20250923_от_2000_до_8000,,,https://docs.google.com/spreadsheets/d/1w7ZwvAL1nKTFeA7rsAueh40rpBtELblG6SniPRdvMhI/edit,,,,0,pending,
SheetMetadata,3191,1zRQMiop9wDEYBYQBXysc0St6Csz3tWLLIndAAjvkhlM,google_sheet_20250923_от_100_до_1000,,,https://docs.google.com/spreadsheets/d/1zRQMiop9wDEYBYQBXysc0St6Csz3tWLLIndAAjvkhlM/edit,,,,0,pending,
SheetMetadata,3192,1s3KZ9jR-fNOMAjevw3ztC2yEJCK1Rub6sr_T88ZBeSU,google_sheet_20250923_от_500_до_50000,,,https://docs.google.com/spreadsheets/d/1s3KZ9jR-fNOMAjevw3ztC2yEJCK1Rub6sr_T88ZBeSU/edit,,,,0,pending,
SheetMetadata,3193,1kP5mHR7phrPv_DOMXWQT-UMoMiVregZ_xqgByXPny_4,google_sheet_20250923_от_100_до_10000,,,https://docs.google.com/spreadsheets/d/1kP5mHR7phrPv_DOMXWQT-UMoMiVregZ_xqgByXPny_4/edit,,,,0,pending,
SheetMetadata,3194,1qpEkp9dUorMOFQsqw1WOkSVf8CmXk5qNmbs-aH2PxKo,google_sheet_20250923_от_300_до_1000,,,https://docs.google.com/spreadsheets/d/1qpEkp9dUorMOFQsqw1WOkSVf8CmXk5qNmbs-aH2PxKo/edit,,,,0,pending,
SheetMetadata,3195,14hdYqjA3cJx-lpFBNVoWdXqygKzrGhbrcYfCbbXWMO4,google_sheet_20250923_от_3000_до_5000,,,https://docs.google.com/spreadsheets/d/14hdYqjA3cJx-lpFBNVoWdXqygKzrGhbrcYfCbbXWMO4/edit,,,,0,pending,
SheetMetadata,3196,1XObGc_QjySn2VzplAxgclZkJAp96zF-cn9QXZLTwoTk,google_sheet_20250923_от_50_до_1000,,,https://docs.google.com/spreadsheets/d/1XObGc_QjySn2VzplAxgclZkJAp96zF-cn9QXZLTwoTk/edit,,,,0,pending,
SheetMetadata,3197,1EuXAKVk5cOsMSFGfLwSPIX4Q7nj77TIuZMqdU0Wc75s,google_sheet_20250923_150.0,,,https://docs.google.com/spreadsheets/d/1EuXAKVk5cOsMSFGfLwSPIX4Q7nj77TIuZMqdU0Wc75s/edit,,,,0,pending,
SheetMetadata,3198,19bW2loqt-YNkWppaDFTQQH2ariebjFlK8ps81u__DWg,google_sheet_20250923_от_4600_до_8000,,,https://docs.google.com/spreadsheets/d/19bW2loqt-YNkWppaDFTQQH2ariebjFlK8ps81u__DWg/edit,,,,0,pending,
SheetMetadata,3199,1oEIvQXp-mxzhya6Ar-o62t_-W0XukVeFrsA3wInkCVI,google_sheet_20250923_от_210_до_2800,,,https://docs.google.com/spreadsheets/d/1oEIvQXp-mxzhya6Ar-o62t_-W0XukVeFrsA3wInkCVI/edit,,,,0,pending,
SheetMetadata,3200,1QWKrFQabSwriqErjcWuc0mpwKPceGFgt6GGN1Vt6eOM,google_sheet_20250923_от_1100_до_2200,,,https://docs.google.com/spreadsheets/d/1QWKrFQabSwriqErjcWuc0mpwKPceGFgt6GGN1Vt6eOM/edit,,,,0,pending,
SheetMetadata,3201,1lDRkp1QeoeawJFl7UYFcsyuEp5y3fXbQvfqUgoHlx94,google_sheet_20250923_от_500_до_924,,,https://docs.google.com/spreadsheets/d/1lDRkp1QeoeawJFl7UYFcsyuEp5y3fXbQvfqUgoHlx94/edit,,,,0,pending,
SheetMetadata,3202,1yszHNxqS32EjjgiMgSnRtEMhqPIEEiQlNHakxq_ob3I,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1yszHNxqS32EjjgiMgSnRtEMhqPIEEiQlNHakxq_ob3I/edit,,,,0,pending,
SheetMetadata,3203,1pndVBeZ4QemIeQ6itztWvAkRNRcNgqoT_8KQTo6c554,google_sheet_20250923_25.0,,,https://docs.google.com/spreadsheets/d/1pndVBeZ4QemIeQ6itztWvAkRNRcNgqoT_8KQTo6c554/edit,,,,0,pending,
SheetMetadata,3204,1F4_3zFLHEynbAUHGd_bEvtHlhgM4wJ8NjVwPLgzi1zs,google_sheet_20250923_от_500_до_1000,,,https://docs.google.com/spreadsheets/d/1F4_3zFLHEynbAUHGd_bEvtHlhgM4wJ8NjVwPLgzi1zs/edit,,,,0,pending,
SheetMetadata,3205,1sTpEgUKAY3cZ7OfeCY8z-5Sn5ln5CPl6-miX4Y4utJU,google_sheet_20250923_от_100_до_500,,,https://docs.google.com/spreadsheets/d/1sTpEgUKAY3cZ7OfeCY8z-5Sn5ln5CPl6-miX4Y4utJU/edit,,,,0,pending,
SheetMetadata,3206,1rFaMQhyw-XqdPxBJDBdCDEYY_vSyi4N9aOtYbQP-FGc,google_sheet_20250923_6700.0,,,https://docs.google.com/spreadsheets/d/1rFaMQhyw-XqdPxBJDBdCDEYY_vSyi4N9aOtYbQP-FGc/edit,,,,0,pending,
SheetMetadata,3207,1WK1AHEAlN7I4S2cDPOB0uwO1LkN-DPy4MpQUzjhqWc8,google_sheet_20250923_3000.0,,,https://docs.google.com/spreadsheets/d/1WK1AHEAlN7I4S2cDPOB0uwO1LkN-DPy4MpQUzjhqWc8/edit#gid=1902001526,,,,0,pending,
SheetMetadata,3208,1lftjDfJqApK1HTf_D0jeeDI-xSYuUddAX3ns0ZIsgyE,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1lftjDfJqApK1HTf_D0jeeDI-xSYuUddAX3ns0ZIsgyE/edit,,,,0,pending,
SheetMetadata,3209,1JTTBg03Ngh5k6sBecoI3l1FNp-7AiLpWKq-MMbEYgrA,google_sheet_20250923_от_100_до_500,,,https://docs.google.com/spreadsheets/d/1JTTBg03Ngh5k6sBecoI3l1FNp-7AiLpWKq-MMbEYgrA/edit,,,,0,pending,
SheetMetadata,3210,1b6BXy8Ger3nBSZpQj1hLdOe6M_YM5n5aXCDmYVVaotc,google_sheet_20250923_2000.0,,,https://docs.google.com/spreadsheets/d/1b6BXy8Ger3nBSZpQj1hLdOe6M_YM5n5aXCDmYVVaotc/edit,,,,0,pending,
SheetMetadata,3211,1H8t-p6lFs_946CMn-z7BRUBxDfn72WISgZesGaJ0Cnk,google_sheet_20250923_2500.0,,,https://docs.google.com/spreadsheets/d/1H8t-p6lFs_946CMn-z7BRUBxDfn72WISgZesGaJ0Cnk/edit,,,,0,pending,
SheetMetadata,3212,1IAULWPDjs9AsOdKBhpSUmB9hcDXlbzxGmd9zNdj9y2Q,google_sheet_20250923_от_50_до_300,,,https://docs.google.com/spreadsheets/d/1IAULWPDjs9AsOdKBhpSUmB9hcDXlbzxGmd9zNdj9y2Q/edit,,,,0,pending,
SheetMetadata,3213,11cWFtq9WYD7MGjma7JOEp4xAMEvArpwXlNk3PrKi49E,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/11cWFtq9WYD7MGjma7JOEp4xAMEvArpwXlNk3PrKi49E/edit,,,,0,pending,
SheetMetadata,3214,1HhEFeOBunw2iKY39nc3yL3FQSP2o5Wipi6bc0617vMQ,google_sheet_20250923_17000.0,,,https://docs.google.com/spreadsheets/d/1HhEFeOBunw2iKY39nc3yL3FQSP2o5Wipi6bc0617vMQ/edit,,,,0,pending,
SheetMetadata,3215,1jRouuWlcmBYdpltf8HpezGyG5kpu8i8TJkcm7iRUwj0,google_sheet_20250923_200.0,,,https://docs.google.com/spreadsheets/d/1jRouuWlcmBYdpltf8HpezGyG5kpu8i8TJkcm7iRUwj0/edit,,,,0,pending,
SheetMetadata,3216,1MqUQEvW9Skv1YOtbHMO8OsNIZ8c8_lQ7jXdfVLvkLAU,google_sheet_20250923_100000.0,,,https://docs.google.com/spreadsheets/d/1MqUQEvW9Skv1YOtbHMO8OsNIZ8c8_lQ7jXdfVLvkLAU/edit,,,,0,pending,
SheetMetadata,3217,11flktL8LkaZQd-VTVptK4xrUHXzf7fPWH3L7a3KrA3U,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/11flktL8LkaZQd-VTVptK4xrUHXzf7fPWH3L7a3KrA3U/edit,,,,0,pending,
SheetMetadata,3218,1_kNSzBRUAAZbxSmQWPGEEF03qok0aGWPuM-phPpdO2o,google_sheet_20250923_от_100_до_500,,,https://docs.google.com/spreadsheets/d/1_kNSzBRUAAZbxSmQWPGEEF03qok0aGWPuM-phPpdO2o/edit,,,,0,pending,
SheetMetadata,3219,1lnHkMtrLbXyW6mIxHaxSY2HxHZ83sJqgSU2emLMr4Us,google_sheet_20250923_от_2000_до_5000,,,https://docs.google.com/spreadsheets/d/1lnHkMtrLbXyW6mIxHaxSY2HxHZ83sJqgSU2emLMr4Us/edit,,,,0,pending,
SheetMetadata,3220,1Bfy-hOOCiOreUpgph0NAvnUrrXn0wdHVdDPEXp5mk2k,google_sheet_20250923_от_50_до_5900,,,https://docs.google.com/spreadsheets/d/1Bfy-hOOCiOreUpgph0NAvnUrrXn0wdHVdDPEXp5mk2k/edit,,,,0,pending,
SheetMetadata,3221,1_FCXibwz7PAT8UKR-Ro72lUsBuS9tgNkoncWDZqXkGM,google_sheet_20250923_от_5000_до_5900,,,https://docs.google.com/spreadsheets/d/1_FCXibwz7PAT8UKR-Ro72lUsBuS9tgNkoncWDZqXkGM/edit,,,,0,pending,
SheetMetadata,3222,18Z3aEpf4fNBB8uQ2FhqOoUjDufRy2OGa881hzBGpvsM,google_sheet_20250923_от_500_до_5900,,,https://docs.google.com/spreadsheets/d/18Z3aEpf4fNBB8uQ2FhqOoUjDufRy2OGa881hzBGpvsM/edit,,,,0,pending,
SheetMetadata,3223,1fZF9M92RJVP8izTN4UrDgWt42f5fksHnnvP0yytvLMg,google_sheet_20250923_1500.0,,,https://docs.google.com/spreadsheets/d/1fZF9M92RJVP8izTN4UrDgWt42f5fksHnnvP0yytvLMg/edit,,,,0,pending,
SheetMetadata,3224,1L4G8hCYTDVwKA9yuhlaYfeW6HvJ2lcp9ZPhcVEN4770,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/1L4G8hCYTDVwKA9yuhlaYfeW6HvJ2lcp9ZPhcVEN4770/edit,,,,0,pending,
SheetMetadata,3225,1upypQa5wqROU-ItN01DdB2EBX_RyeymIlz6v_PfXuzY,google_sheet_20250923_от_300_до_500,,,https://docs.google.com/spreadsheets/d/1upypQa5wqROU-ItN01DdB2EBX_RyeymIlz6v_PfXuzY/edit,,,,0,pending,
SheetMetadata,3226,1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,google_sheet_20250923_от_500_до_3000,,,https://docs.google.com/spreadsheets/d/1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo/edit,,,,0,pending,
SheetMetadata,3227,1YPkkmtxhMtEFlo2sey8bNeSUIHfxIRY7Q4uROBEIYEY,google_sheet_20250923_от_50_до_500,,,https://docs.google.com/spreadsheets/d/1YPkkmtxhMtEFlo2sey8bNeSUIHfxIRY7Q4uROBEIYEY/edit,,,,0,pending,
SheetMetadata,3228,1ccm5YCKgUrBZ3k6DeEPNhFWti45A0g675uvIemZj-YI,google_sheet_20250923_от_670_до_1500,,,https://docs.google.com/spreadsheets/d/1ccm5YCKgUrBZ3k6DeEPNhFWti45A0g675uvIemZj-YI/edit,,,,0,pending,
SheetMetadata,3229,1KZ9VjFGDbNfIVeAsEPD0tGQWtrpuoim3uaZN1XAnglE,google_sheet_20250923_от_128_до_940,,,https://docs.google.com/spreadsheets/d/1KZ9VjFGDbNfIVeAsEPD0tGQWtrpuoim3uaZN1XAnglE/edit,,,,0,pending,
SheetMetadata,3230,1PnrP-lm_WKRBqD_XFTCuZMwUXUf3OlQQhMKfUDcbmLs,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1PnrP-lm_WKRBqD_XFTCuZMwUXUf3OlQQhMKfUDcbmLs/edit,,,,0,pending,
SheetMetadata,3231,1yQ8qKKZoq5HvgpwVZPtZxbv_G5-EMw54uPk3HLN6iRI,google_sheet_20250923_от_500_до_3000,,,https://docs.google.com/spreadsheets/d/1yQ8qKKZoq5HvgpwVZPtZxbv_G5-EMw54uPk3HLN6iRI/edit,,,,0,pending,
SheetMetadata,3232,1P5zJzfWpyOYlaWsDD4l6f7X1MlqYF-APMkW3Qh_OB7o,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1P5zJzfWpyOYlaWsDD4l6f7X1MlqYF-APMkW3Qh_OB7o/edit,,,,0,pending,
SheetMetadata,3233,1OAUn3cXvQXC_olupKD5KYKzERb1NFc6umLLL5TkwQsM,google_sheet_20250923_1200.0,,,https://docs.google.com/spreadsheets/d/1OAUn3cXvQXC_olupKD5KYKzERb1NFc6umLLL5TkwQsM/edit,,,,0,pending,
SheetMetadata,3234,1FXto-I0aNeafy7mINIJIrKk37qX6mnWZ3q8RRv1mwZc,google_sheet_20250923_от_5000_до_5900,,,https://docs.google.com/spreadsheets/d/1FXto-I0aNeafy7mINIJIrKk37qX6mnWZ3q8RRv1mwZc/edit,,,,0,pending,
SheetMetadata,3235,1gidlSXX-yHeHSBxMzcDGvcqOErIQr_GMLeqZJ07kpMU,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1gidlSXX-yHeHSBxMzcDGvcqOErIQr_GMLeqZJ07kpMU/edit,,,,0,pending,
SheetMetadata,3236,1GMgA0M5Jn6JDVFVslW8QbaRL5OQycpcJNRnJindolC8,google_sheet_20250923_5000.0,,,https://docs.google.com/spreadsheets/d/1GMgA0M5Jn6JDVFVslW8QbaRL5OQycpcJNRnJindolC8/edit,,,,0,pending,
SheetMetadata,3237,1E63_Go-47EsoVMOpBTOohHvS_UQjvf7Fwe0Fc3CbaiI,google_sheet_20250923_от_1000_до_3000,,,https://docs.google.com/spreadsheets/d/1E63_Go-47EsoVMOpBTOohHvS_UQjvf7Fwe0Fc3CbaiI/edit,,,,0,pending,
SheetMetadata,3238,1EQ8pYX-yS_hMCZ9hKQQWDojdBiNBdXeyskVfEgDv5zU,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1EQ8pYX-yS_hMCZ9hKQQWDojdBiNBdXeyskVfEgDv5zU/edit,,,,0,pending,
SheetMetadata,3239,1Gr7PkEqR8WGRS7ZwgtRinTRwlI8mMr7kCp0jxR_jtxM,google_sheet_20250923_от_500_до_1000,,,https://docs.google.com/spreadsheets/d/1Gr7PkEqR8WGRS7ZwgtRinTRwlI8mMr7kCp0jxR_jtxM/edit,,,,0,pending,
SheetMetadata,3240,1ahe6Ln32FAISV2mtOC858hvezFFDs9xsY3QI7Qi8e6k,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1ahe6Ln32FAISV2mtOC858hvezFFDs9xsY3QI7Qi8e6k/edit,,,,0,pending,
SheetMetadata,3241,1VD7-_57nM8fG4kgq3ezJx4T6rLV-LZqlYe4VODfb4Lo,google_sheet_20250923_2050.0,,,https://docs.google.com/spreadsheets/d/1VD7-_57nM8fG4kgq3ezJx4T6rLV-LZqlYe4VODfb4Lo/edit,,,,0,pending,
SheetMetadata,3242,1_JSQH3JBROgySTtWjahOtdbgrPrid8OgFHcHrhYHvKY,google_sheet_20250923_от_250_до_665,,,https://docs.google.com/spreadsheets/d/1_JSQH3JBROgySTtWjahOtdbgrPrid8OgFHcHrhYHvKY/edit,,,,0,pending,
SheetMetadata,3243,12sPQYrENFgqusf-5wMevetqwn9GLpqmEMO6J42mX2ek,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/12sPQYrENFgqusf-5wMevetqwn9GLpqmEMO6J42mX2ek/edit,,,,0,pending,
SheetMetadata,3244,1NWxW4zNZxvPrmzpF54zQy58u1ZGR9zZExA2X2tnqW7I,google_sheet_20250923_от_300_до_1000,,,https://docs.google.com/spreadsheets/d/1NWxW4zNZxvPrmzpF54zQy58u1ZGR9zZExA2X2tnqW7I/edit,,,,0,pending,
SheetMetadata,3245,1vrg9rro6hDLaD4FDirCyE6ulJxgyivm0Bj828LEP8u4,google_sheet_20250923_от_50_до_500,,,https://docs.google.com/spreadsheets/d/1vrg9rro6hDLaD4FDirCyE6ulJxgyivm0Bj828LEP8u4/edit,,,,0,pending,
SheetMetadata,3246,1lvrUTLflkqgoGrWFz2tJQglUFXjz5xxRHvsL9oKvbyg,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1lvrUTLflkqgoGrWFz2tJQglUFXjz5xxRHvsL9oKvbyg/edit,,,,0,pending,
SheetMetadata,3247,1CbOjBZpq9jvQbQN907q3dD7A2IKR-AHNAEAmazcXzAE,google_sheet_20250923_от_100_до_500,,,https://docs.google.com/spreadsheets/d/1CbOjBZpq9jvQbQN907q3dD7A2IKR-AHNAEAmazcXzAE/edit,,,,0,pending,
SheetMetadata,3248,1XyPqMgCgdAkFFnU37uS2Juwmpi3yk5XFR4re_sm0qfg,google_sheet_20250923_от_100_до_12500,,,https://docs.google.com/spreadsheets/d/1XyPqMgCgdAkFFnU37uS2Juwmpi3yk5XFR4re_sm0qfg/edit,,,,0,pending,
SheetMetadata,3249,1748kYi6KpfSgTDUPhbQUNs4fIFw0rgMIBSrVif3QYyE,google_sheet_20250923_1020.0,,,https://docs.google.com/spreadsheets/d/1748kYi6KpfSgTDUPhbQUNs4fIFw0rgMIBSrVif3QYyE/edit,,,,0,pending,
SheetMetadata,3250,1vWntLM_VdJIdX63K6X0XP4HaAPrrIbAH9Fe6833XfHQ,google_sheet_20250923_от_300_до_320,,,https://docs.google.com/spreadsheets/d/1vWntLM_VdJIdX63K6X0XP4HaAPrrIbAH9Fe6833XfHQ/edit,,,,0,pending,
SheetMetadata,3251,1Q5p6aO8Fi3AyoHBoATAa6oXHSAKxN8SPxcXLnfqvOdg,google_sheet_20250923_от_100_до_6000,,,https://docs.google.com/spreadsheets/d/1Q5p6aO8Fi3AyoHBoATAa6oXHSAKxN8SPxcXLnfqvOdg/edit,,,,0,pending,
SheetMetadata,3252,1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,google_sheet_20250923_от_300_до_2000,,,https://docs.google.com/spreadsheets/d/1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw/edit,,,,0,pending,
SheetMetadata,3253,1r9VgDOCITqfq3K4301VoPz0vnX16Ez90zm6g7p1CTcg,google_sheet_20250923_от_50000_до_100000,,,https://docs.google.com/spreadsheets/d/1r9VgDOCITqfq3K4301VoPz0vnX16Ez90zm6g7p1CTcg/edit,,,,0,pending,
SheetMetadata,3254,12j6ngwnGijkoZHjMjYDZvPU51gVOIcWHTpUJBT9nBN8,google_sheet_20250923_от_300_до_1000,,,https://docs.google.com/spreadsheets/d/12j6ngwnGijkoZHjMjYDZvPU51gVOIcWHTpUJBT9nBN8/edit,,,,0,pending,
SheetMetadata,3255,1p90qR4lbsQHFOjB2EkNExFCkvQ_TUF-egAAiPfHd7nE,google_sheet_20250923_от_1000_до_2000,,,https://docs.google.com/spreadsheets/d/1p90qR4lbsQHFOjB2EkNExFCkvQ_TUF-egAAiPfHd7nE/edit,,,,0,pending,
SheetMetadata,3256,105YTx_Y5NcIA9e-WTgPtN685BOU7i7BoJoNwjI3fHr4,google_sheet_20250923_от_500_до_1000,,,https://docs.google.com/spreadsheets/d/105YTx_Y5NcIA9e-WTgPtN685BOU7i7BoJoNwjI3fHr4/edit,,,,0,pending,
SheetMetadata,3257,1Eso93N8eegYl3i7LSmL0JOhoLAjFZQfXSHpjnpD4lvE,google_sheet_20250923_от_500_до_1000,,,https://docs.google.com/spreadsheets/d/1Eso93N8eegYl3i7LSmL0JOhoLAjFZQfXSHpjnpD4lvE/edit,,,,0,pending,
SheetMetadata,3258,1IuoheTd-eHQMrAy_6VKEJkhRRVtShTAKBEyY5SBZob4,google_sheet_20250923_от_300_до_2000,,,https://docs.google.com/spreadsheets/d/1IuoheTd-eHQMrAy_6VKEJkhRRVtShTAKBEyY5SBZob4/edit,,,,0,pending,
SheetMetadata,3259,1meWmOh2cfazgjX99T33f74uPmaVLaEeuKoIjPsGxgp4,google_sheet_20250923_400.0,,,https://docs.google.com/spreadsheets/d/1meWmOh2cfazgjX99T33f74uPmaVLaEeuKoIjPsGxgp4/edit,,,,0,pending,
SheetMetadata,3260,1RNfjPZdd6IjfptQWl095fWMhYL-zrSm7O7lSGJy8W9U,google_sheet_20250923_1000.0,,,https://docs.google.com/spreadsheets/d/1RNfjPZdd6IjfptQWl095fWMhYL-zrSm7O7lSGJy8W9U/edit,,,,0,pending,
SheetMetadata,3261,1SZTJd7Haab1vz6HV5UKTricmFDkXG4pBrNKm3bFJ6ZQ,google_sheet_20250923_от_500_до_1500,,,https://docs.google.com/spreadsheets/d/1SZTJd7Haab1vz6HV5UKTricmFDkXG4pBrNKm3bFJ6ZQ/edit,,,,0,pending,
SheetMetadata,3262,1hot-j5sE8ezov78KJ74nCt0zcZkF5SQG-AfeLJMn7cw,google_sheet_20250923_от_1000_до_10000,,,https://docs.google.com/spreadsheets/d/1hot-j5sE8ezov78KJ74nCt0zcZkF5SQG-AfeLJMn7cw/edit,,,,0,pending,
SheetMetadata,3263,1vreTlp4PUiLTmgg2Wm_IPFFm4Z1DEbMpj4jW4x0e21o,google_sheet_20250923_500.0,,,https://docs.google.com/spreadsheets/d/1vreTlp4PUiLTmgg2Wm_IPFFm4Z1DEbMpj4jW4x0e21o/edit,,,,0,pending,
SheetMetadata,3264,1ZVwrcJEl1bet5FjDlEnEBx1hk2Iz7Twhr417_4g1ro8,google_sheet_20250923_от_300_до_500,,,https://docs.google.com/spreadsheets/d/1ZVwrcJEl1bet5FjDlEnEBx1hk2Iz7Twhr417_4g1ro8/edit,,,,0,pending,
SheetMetadata,3265,1b1r7D2sWL_QoQS5_me4Mru73ratKqpj6aeX5_oOQI80,google_sheet_20250923_от_300_до_2500,,,https://docs.google.com/spreadsheets/d/1b1r7D2sWL_QoQS5_me4Mru73ratKqpj6aeX5_oOQI80/edit,,,,0,pending,
SheetMetadata,3266,1ZfLXPdCPAKp1ChnNCg5_Ya2V0RO-dEU3hmvee62w238,google_sheet_20250923_100.0,,,https://docs.google.com/spreadsheets/d/1ZfLXPdCPAKp1ChnNCg5_Ya2V0RO-dEU3hmvee62w238/edit,,,,0,pending,
SheetMetadata,3267,1FfQN0VpVu4gxUEW0W6ygHL9Bh9zeNXCXOiknIOzT24o,google_sheet_20250923_250.0,,,https://docs.google.com/spreadsheets/d/1FfQN0VpVu4gxUEW0W6ygHL9Bh9zeNXCXOiknIOzT24o/edit,,,,0,pending,
SheetMetadata,3268,1_4EHsYGp2pcVwQdPP4tMjRQDU3-SaadwOKxIv60dmgc,google_sheet_20250923_от_100_до_3000,,,https://docs.google.com/spreadsheets/d/1_4EHsYGp2pcVwQdPP4tMjRQDU3-SaadwOKxIv60dmgc/edit,,,,0,pending,
