sheet_id,position,suffix,duplicate_count,total_size_mb,sizes_mb,same_size
1keOLZY8bt-esduYusGLD58EWuf3TT24Z7SfPwlcJC-w,O9,,2,0.75,0.45 | 0.29,НЕТ
1UL1oAjBkKJgV1ZEqliaAimUpOPc40JOSqTIkummzq0I,O12,,2,0.57,0.45 | 0.11,НЕТ
1yZouC7y0kthdfBJb5S2e9i6NJc7ECVGdMKWjBZ2wGWc,A12,,2,0.54,0.45 | 0.09,НЕТ
17CE70PDWe9Xb1Rsox0c_esAfcPoZJ2H05kBxWKq3gLo,J14,,2,0.91,0.45 | 0.45,ДА
1kaY-RSGxAgdY0iQjSDqyv6BiPwQRtlMVXgxu0ODrtFM,A8,,2,0.91,0.45 | 0.45,ДА
1kaY-RSGxAgdY0iQjSDqyv6BiPwQRtlMVXgxu0ODrtFM,A9,,2,0.91,0.45 | 0.45,ДА
1jT_Fz9-TfuqckUCXA_vyZaaEt16aJqWeHajopDlIztQ,N6,,2,0.76,0.45 | 0.31,НЕТ
1qgJ9pfulQIZuej7CO1Gq1r_XtQqSw0kdrMNiSq-FvfE,I4,5,2,0.91,0.45 | 0.45,ДА
1nwg30fL-QB3i1J7RbNVt4ZdCpjgD5B5RaRK_Rwls28c,K4,4,2,0.91,0.45 | 0.45,ДА
1r9VgDOCITqfq3K4301VoPz0vnX16Ez90zm6g7p1CTcg,M3,2,2,0.91,0.45 | 0.45,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J16,2,2,0.91,0.45 | 0.45,ДА
19fle91Z5WUhPqz9y-3POvvjt_b4H5PwLSUDwlCrnkeI,A5,,2,0.91,0.45 | 0.45,ДА
1rOabZ0eP3KeP6hN_ZzlkGF_BKKa_zsRpD15yl4q_uZQ,J9,3,2,0.91,0.45 | 0.45,ДА
1yQ8qKKZoq5HvgpwVZPtZxbv_G5-EMw54uPk3HLN6iRI,M5,,2,0.90,0.45 | 0.45,ДА
1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE,O9,,2,0.46,0.45 | 0.01,НЕТ
1f4H6Had08l_wpEWd0qClA18IsdijFugUZq7Hzd_PNu8,J3,3,2,0.90,0.45 | 0.45,ДА
1OaGkr4Bej9rMguBzA72R1Kk0mGzQOyWTcXWZXGOYcWU,O40,,2,0.80,0.45 | 0.35,НЕТ
1JBHzw4RlGSGfnyDvgcObPQz6UiNedPskfaR-F1W-L18,A4,,2,0.90,0.45 | 0.45,ДА
1pOP2VVHB3Mb6ui89xbblfOdSNQt8LKaGolM4NBzGmus,O6,,2,0.59,0.45 | 0.14,НЕТ
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J18,2,2,0.90,0.45 | 0.45,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J9,2,2,0.90,0.45 | 0.45,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R112,2,2,0.90,0.45 | 0.45,ДА
1LAY1SShqVqpFlj1UB-l0CHwvR9NJHbiv1JDC-TPywS8,A5,,2,0.90,0.45 | 0.45,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J16,,2,0.90,0.45 | 0.45,ДА
1T5LzbqXx-EsRUxVCGvzcztNb0HvJjXzex_t1jikmSeI,A3,,2,0.90,0.45 | 0.45,ДА
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,J49,2,2,0.90,0.45 | 0.45,ДА
1D15VQR6rpugMHoyoTVuI0MDdJq_64M-4TGkVg6ngAy0,N7,,2,0.59,0.45 | 0.13,НЕТ
1gOPqMBSMcBUWVw9xZxkkcvDKVCFFtwbSYpwoAqD4Y5g,A5,,2,0.90,0.45 | 0.45,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,M23,2,2,0.90,0.45 | 0.45,ДА
1xdARVV5efRQqWutTSfUMXpk2iFnmyJstp2svqHM0nJs,O8,,2,0.70,0.45 | 0.25,НЕТ
1qsF7rsRm-IFA8V7n4en2Un1SNNExSTbprF3bC70YxGs,M4,5,2,0.90,0.45 | 0.45,ДА
1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,O36,,2,0.89,0.45 | 0.44,НЕТ
18W_U4wSYDzRNrT7bPEou2FlcIruVAE4soZ5-x1mUg7s,B56,,2,0.90,0.45 | 0.45,ДА
11-hVbEbnsVEslz2fxF59e7vmUMOQocw0s3pQ_MIm4QA,A3,,2,0.90,0.45 | 0.45,ДА
1l1fV6NtEj9gPtIB3IK6TZ7JV4l_2m0taTnB9SciJaJU,O22,,2,0.61,0.45 | 0.16,НЕТ
1FpMdZfTL41W3Yh57k5Ya13samLcByNvCNZUZqZUUCw8,A7,2,2,0.90,0.45 | 0.45,ДА
19DCbVTu8iKw9fyO0q6l3H1Y5AIryMPHglvRXPHdhhU0,M3,3,2,0.90,0.45 | 0.45,ДА
1_NcsSKbStq-42tpNBrD7AYR0fipSz2Ex58_kiQWaA24,Q47,,2,0.67,0.45 | 0.22,НЕТ
183Bpt5sDqOiFFkCQ-rvM4eD7a_3vIrXHlez56Ri9KCQ,Q4,3,2,0.90,0.45 | 0.45,ДА
1Rxe0rlElvXNqYV2BT2wkkQmNMxX76fuGAnOao2ZkgRk,A6,,2,0.90,0.45 | 0.45,ДА
105YTx_Y5NcIA9e-WTgPtN685BOU7i7BoJoNwjI3fHr4,A4,,2,0.90,0.45 | 0.45,ДА
1nJ5yr5fhtiOVFXrkHbcn2jjHd-411uEh385CN-BoeJY,O12,,2,0.54,0.45 | 0.09,НЕТ
194Yo22v-cJhOtefeX6F9ScuYtzNqXGnANRGIaV-HhRI,A3,,2,0.90,0.45 | 0.45,ДА
135O3SAnHX5hTMjJ6h6xUyH8b94cSby7MB5C8rz7zc2g,A8,,2,0.90,0.45 | 0.45,ДА
1wmQOXpzw8-5FI8ChBze6GRcc8AQRCqY2vxSSPRoinHI,N6,,2,0.80,0.45 | 0.35,НЕТ
1uDoepp4h,X9,,2,0.86,0.45 | 0.41,НЕТ
1DKXgsrvjUCe4exgGS04UN5Ur9Dzi1g1Mc6El4p8_gjI,J11,5,2,0.89,0.45 | 0.45,ДА
1DKXgsrvjUCe4exgGS04UN5Ur9Dzi1g1Mc6El4p8_gjI,J12,,2,0.89,0.45 | 0.45,ДА
1DKXgsrvjUCe4exgGS04UN5Ur9Dzi1g1Mc6El4p8_gjI,J12,2,2,0.89,0.45 | 0.45,ДА
1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE,O7,,2,0.78,0.45 | 0.33,НЕТ
1AIfI9zcUAMFSeHq8PMBPmFLOX_9HwaVrx7mlA_VJKtI,J11,3,2,0.89,0.45 | 0.45,ДА
1lSPEjw9Ps4ZO5Jf0OPJVQn1_OvSb1ZOq_ePdw38TyZk,A4,,2,0.84,0.45 | 0.39,НЕТ
1aKkebvBKRBtoXkkWW_hSOr26j1veHzW2vByTYSoS6_I,A13,,2,0.89,0.45 | 0.45,ДА
1w3PjlcjBjMJlWzgJaZkRX7iiCXqCut7texnY9vJEOIk,I6,2,2,0.89,0.45 | 0.45,ДА
1T5LzbqXx-EsRUxVCGvzcztNb0HvJjXzex_t1jikmSeI,A5,,2,0.89,0.45 | 0.45,ДА
1T5LzbqXx-EsRUxVCGvzcztNb0HvJjXzex_t1jikmSeI,A7,,2,0.89,0.45 | 0.45,ДА
1y7eaVrVSlxQ5oSR5Re-vNnP7K1gZkwIMXWpcF3Syp7g,N10,6,2,0.89,0.45 | 0.45,ДА
1uDoepp4h,X4,,2,0.84,0.45 | 0.39,НЕТ
1vDZKVaGrJRklSV96etwEjI1vZwJ5DdXJr4dvjMSJtsQ,A18,,2,0.89,0.45 | 0.45,ДА
1hfGW58mtKKTXS-jwupDwU_u2bQVecK0MMvU7dFdvG0Q,N6,2,2,0.89,0.45 | 0.45,ДА
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,M13,,2,0.89,0.44 | 0.44,ДА
1XBcGSNS8Kos0Nw4CsjVjJ8hPP7RvY5MaJwwiHd0qp0M,J3,5,2,0.89,0.44 | 0.44,ДА
1hWdY_lGI_3QPtmFjHsiUMZ-kJpZQ93dK9gOjN1RWvFM,A3,,2,0.89,0.44 | 0.44,ДА
1cYZMSZDHddqJztP4r8JBuNHpEusOFUZ92GmNPrSDpxE,M3,,2,0.89,0.44 | 0.44,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M54,5,2,0.89,0.44 | 0.44,ДА
1FpMdZfTL41W3Yh57k5Ya13samLcByNvCNZUZqZUUCw8,A16,,2,0.89,0.44 | 0.44,ДА
1PsG_HaV9TJuqg-goUulLMK5fWgHhoS-I5Zgvk19r290,M10,,2,0.89,0.44 | 0.44,ДА
1PsG_HaV9TJuqg-goUulLMK5fWgHhoS-I5Zgvk19r290,M13,,2,0.89,0.44 | 0.44,ДА
1z-bVvNvM66Al4t_qTYUCnWL0NAaZEgFZNh6l0gkeHO0,O12,,2,0.82,0.44 | 0.37,НЕТ
1bkh0dslUtrXqAjLfxzuEHd58-3Wl0h2p4cl8ISckTKw,R7,,2,0.77,0.44 | 0.33,НЕТ
1Hc8lu372UtiuyYc9xltFXWXhD12bYljLiDgLeKS2b1E,O9,,2,0.62,0.44 | 0.17,НЕТ
1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,J13,,2,0.89,0.44 | 0.44,ДА
1OumuueG0rT3QeSQfgd_EYNWfZ2L8qWRuwAnizn9rRcI,A3,,2,0.89,0.44 | 0.44,ДА
1v2Jd_qoYgFrkZVQg8fUM9_xLfihidUL7W4269VutuiE,O4,,2,0.83,0.44 | 0.38,НЕТ
1fHgvE6SRl5H77-Sy_3I7dnxidwMlcRwuGhdlFGH0C_M,O18,,2,0.62,0.44 | 0.17,НЕТ
11CdcMGGU58CF5bQbWCxQpwmxSALyhPLx2pZf3neD_dg,O10,2,2,0.89,0.44 | 0.44,ДА
1yrJXojLSlOGAzFpawwLg34gB80xQZlcAU0mW8m6h8AE,A4,,2,0.89,0.44 | 0.44,ДА
1yrJXojLSlOGAzFpawwLg34gB80xQZlcAU0mW8m6h8AE,A8,,2,0.89,0.44 | 0.44,ДА
1mttLmcik05pzjys7oF4SDhs43EFyI8r4roA4RLLFGlM,K5,3,2,0.89,0.44 | 0.44,ДА
1HTVQculvtd1-vfrfnbMZKOwgTExF-Zft-MSa7sqQrX8,T7,3,2,0.89,0.44 | 0.44,ДА
14T-a9xCNA-nggtAhT7ap9fFRVAeun3lD668pkSH6dXI,M7,,2,0.89,0.44 | 0.44,ДА
1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,O46,,2,0.86,0.44 | 0.42,НЕТ
1xymgp72XWfs5o9KjDT-P1QX-xk_Rszl2ebvT6EHDjDM,O12,,2,0.66,0.44 | 0.22,НЕТ
1NaKk9PCAe-SrKUuz5KEa5sZT77buv3_iW1tqOqZnDHs,O32,,2,0.69,0.44 | 0.25,НЕТ
18Z3aEpf4fNBB8uQ2FhqOoUjDufRy2OGa881hzBGpvsM,J3,7,2,0.88,0.44 | 0.44,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,M11,,2,0.88,0.44 | 0.44,ДА
1pm89RoxDOuus87dEjndvgw,I4,,2,0.74,0.44 | 0.30,НЕТ
1PsG_HaV9TJuqg-goUulLMK5fWgHhoS-I5Zgvk19r290,M3,,2,0.88,0.44 | 0.44,ДА
1HHHo43L8loxJGnUOTuW7YGGt4gtMc_Cm5KyMuN9ZI8k,O5,,2,0.85,0.44 | 0.41,НЕТ
1HHHo43L8loxJGnUOTuW7YGGt4gtMc_Cm5KyMuN9ZI8k,O6,,2,0.85,0.44 | 0.41,НЕТ
1B7RF52Q8OLMbhD0b6qt5p7Y19cDVHYzZYQhHXk0mox0,Q15,,2,0.88,0.44 | 0.44,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,M15,2,2,0.88,0.44 | 0.44,ДА
1Y,L38,,2,0.72,0.44 | 0.28,НЕТ
1WSbX1f8QNjWlEskrpvvMCmpm-hI-DKh2Uzzhem10pRE,O9,,2,0.55,0.44 | 0.11,НЕТ
10iaWqljym8EvAtTBFpWkSXchgsx3VhsRMBtXqbUOX0M,O8,,2,0.80,0.44 | 0.36,НЕТ
1Q0ZncLe4VO3DH5qOr7jM5972TobdV8Em4ErZaxY7hvM,O7,,2,0.61,0.44 | 0.17,НЕТ
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M48,4,2,0.88,0.44 | 0.44,ДА
1WSbX1f8QNjWlEskrpvvMCmpm-hI-DKh2Uzzhem10pRE,O14,,2,0.78,0.44 | 0.34,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A118,,2,0.88,0.44 | 0.44,ДА
1y7eaVrVSlxQ5oSR5Re-vNnP7K1gZkwIMXWpcF3Syp7g,N10,8,2,0.88,0.44 | 0.44,ДА
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N22,,2,0.86,0.44 | 0.42,НЕТ
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,A7,,2,0.88,0.44 | 0.44,ДА
1TRNHlQ21DBJ0hMCE6mpQKwNzEQgid2fHZb2x1pSIpBs,J3,2,2,0.88,0.44 | 0.44,ДА
1C5uLFhkBQlONkPqW8Iik95iGLow1OGWg94OojRM_TK8,O31,,2,0.51,0.44 | 0.07,НЕТ
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K49,3,2,0.88,0.44 | 0.44,ДА
1sNmFVEAXOnLBZH4ug1ak_GMEcZVhPfqk1ba_03098E8,O6,,2,0.66,0.44 | 0.22,НЕТ
1LwaG5a2qGvkSLhj2YuhVb6B4CnfMbNFzjUCGIU7Fevk,M5,,2,0.88,0.44 | 0.44,ДА
1C5h13VHQZnIT46iD34LgNrw9sJ0SGwL2MZxhr1vHSHc,O5,,2,0.57,0.44 | 0.13,НЕТ
1ESg4mxcRxvxYtx02EfniQLi,R28,,2,0.63,0.44 | 0.19,НЕТ
1Q5p6aO8Fi3AyoHBoATAa6oXHSAKxN8SPxcXLnfqvOdg,A6,,2,0.88,0.44 | 0.44,ДА
1iArFzHJn1JZ_Z2rUDp3mrcwSBsOwyYr5Z3BovWHqSXM,J12,3,2,0.88,0.44 | 0.44,ДА
1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,S4,,2,0.88,0.44 | 0.44,ДА
1JWJaSOy1j8XED7u3XAWIVBVRoeYLeZ8brTZlIxYp8-c,M5,2,2,0.88,0.44 | 0.44,ДА
1nHXck4IWpPuXjjIjZmrUtL0al9QAxGwgQYXOdjrdvnI,A3,,2,0.88,0.44 | 0.44,ДА
1zl6zq-KFuY8fM8YHBD5dfvsKDAMM6u8qD8YvyIGr8dA,N4,,2,0.78,0.44 | 0.35,НЕТ
17pIrTyyuiZdQlKxyGDSnf0u0zHhJsOH_QzETYzLcXhM,M7,,2,0.87,0.44 | 0.44,ДА
1ks_zAJ4UDNS7yim5GIob-WjqAn1WlmnmXdpnMEf2ylc,M3,4,2,0.87,0.44 | 0.44,ДА
1KCkzul0hx2KPGD7XNowsR3hPhYLGf4Dog2XbjMG2rEg,M8,2,2,0.87,0.44 | 0.44,ДА
1LwaG5a2qGvkSLhj2YuhVb6B4CnfMbNFzjUCGIU7Fevk,M3,,2,0.87,0.44 | 0.44,ДА
1IH75nJPixEvFAillXNPjyTN0yMeUz4U35AniD-0CFLQ,M9,,2,0.77,0.44 | 0.33,НЕТ
1RdWIV18-UERfR5aMKMzM4kB__zc5w4dyc4xgWolRnFw,O20,,2,0.60,0.44 | 0.16,НЕТ
1Wyfjxa6UeRRkIPb3in3JB0ujj_2rpszX81m1Zv_dwO4,O9,,2,0.72,0.44 | 0.28,НЕТ
1T2aMVhUefKOKh4w7SzZZAbbOA6KGkC9vMXsJ3ou9U7k,S8,,2,0.87,0.44 | 0.44,ДА
1UVaq-A_EItfhx8Dora90iDVdbD0LCcK2Sly97RWrzNo,A3,,2,0.87,0.44 | 0.44,ДА
1PNRF9nTGusUL4Zm2Htok4r0k4jRPzjaARc6O92cWRys,P23,4,2,0.87,0.44 | 0.44,ДА
1PNRF9nTGusUL4Zm2Htok4r0k4jRPzjaARc6O92cWRys,P19,6,2,0.87,0.44 | 0.44,ДА
1-cEbcak0vXHfUkV-bADsr7WYU5zwlJyVFlWJH8r9u8U,O7,,2,0.53,0.44 | 0.09,НЕТ
1W4tvzpD0Ka5XmH7KNC-kOzYokWe4GHfoWK2Sk_iJvl0,O6,,2,0.80,0.43 | 0.36,НЕТ
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,M3,3,2,0.87,0.43 | 0.43,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R31,5,2,0.87,0.43 | 0.43,ДА
1OzzdiWKgX8hg2r,R8,,2,0.78,0.43 | 0.34,НЕТ
1y7eaVrVSlxQ5oSR5Re-vNnP7K1gZkwIMXWpcF3Syp7g,N10,5,2,0.87,0.43 | 0.43,ДА
1RdWIV18-UERfR5aMKMzM4kB__zc5w4dyc4xgWolRnFw,O22,,2,0.86,0.43 | 0.43,ДА
1OBaYpDSZDIMPuZODDslqj4BHajMiDv3P6c6nZkmtWdc,O16,,2,0.61,0.43 | 0.18,НЕТ
1nXcOoRIsHP1tsbpJ8jz35AqD47pEJnF_H_JQBXufHpU,N12,,2,0.70,0.43 | 0.27,НЕТ
1S_kfOTVgc43O0Cz-RaeBDHl1hNvZmE8DPxUXwzXdlfw,N24,,2,0.85,0.43 | 0.42,НЕТ
1Q8TDrSB_BLD6ajh1kl_zx0zSP8HUBqFb_5j3ot7vYYU,A26,,2,0.87,0.43 | 0.43,ДА
1RdWIV18-UERfR5aMKMzM4kB__zc5w4dyc4xgWolRnFw,O6,,2,0.65,0.43 | 0.22,НЕТ
18W_U4wSYDzRNrT7bPEou2FlcIruVAE4soZ5-x1mUg7s,B8,,2,0.87,0.43 | 0.43,ДА
1AxqhZSp2p0LO8,T11,,2,0.64,0.43 | 0.20,НЕТ
1DQBNpmCNfhkQbdpBWM_NFyGzAoZT-xfiES9OZNhyWFI,O70,,2,0.87,0.43 | 0.43,ДА
1dyzxFMI3z0iSM56EYZRTjgx7FRmJEvIMV8fhJdwRUZY,O7,,2,0.74,0.43 | 0.31,НЕТ
1BbsTYIXrMMeAD-teHdekE9xVbozDMCBt3egmnDpNaFA,O22,,2,0.76,0.43 | 0.33,НЕТ
1KLMKOnnpXe8MXRuqPXbam3DCKgs9Agv2-2db_60Nl_o,N12,,2,0.74,0.43 | 0.31,НЕТ
18Z3aEpf4fNBB8uQ2FhqOoUjDufRy2OGa881hzBGpvsM,J3,5,2,0.86,0.43 | 0.43,ДА
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,M3,4,2,0.86,0.43 | 0.43,ДА
1Q8TDrSB_BLD6ajh1kl_zx0zSP8HUBqFb_5j3ot7vYYU,S6,3,2,0.86,0.43 | 0.43,ДА
1eqPx4SMuJYZF8wfVg-DrOWPh3NmvVbhgfmdPAOgtJS8,A15,,2,0.86,0.43 | 0.43,ДА
1zE-6RzipAWtxL1j2BUB510QN9krjTH0GMmo_a7P3UFY,O7,,2,0.83,0.43 | 0.40,НЕТ
1q_VWd6EKHIPtA3_TTUNIH3Duga9Kxvi4s9hZSQhYWF0,J3,,2,0.86,0.43 | 0.43,ДА
1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,A7,,2,0.86,0.43 | 0.43,ДА
181ZxZrFaUWI1e3qRg9TJh5Al3izl_cZwnECVfgdSZc0,D10,,2,0.63,0.43 | 0.20,НЕТ
1yrJXojLSlOGAzFpawwLg34gB80xQZlcAU0mW8m6h8AE,M4,2,2,0.86,0.43 | 0.43,ДА
1LoicI-3bchfHcJ79ed-LktIrwgE_44AnyhX4N1V8Bgk,K49,,2,0.86,0.43 | 0.43,ДА
1eqPx4SMuJYZF8wfVg-DrOWPh3NmvVbhgfmdPAOgtJS8,J8,3,2,0.86,0.43 | 0.43,ДА
1mttLmcik05pzjys7oF4SDhs43EFyI8r4roA4RLLFGlM,K3,3,2,0.86,0.43 | 0.43,ДА
15495XFfvhdtAdMDWpRZlQGQ09hGgFn9GZLkyVbRYeDw,O4,,2,0.76,0.43 | 0.33,НЕТ
1VgjFDtK3_BiJ3VfPbYeByf-2kueMGZMGBvYSDL3T-LQ,M4,5,2,0.86,0.43 | 0.43,ДА
1rBkFNKJzfNgjQScKwp5CWazdvIZfKX1Ww8_75QNM-MU,O40,,2,0.63,0.43 | 0.20,НЕТ
1gC1rzkDTGQCHrbSB2eAUp-IRhHJAwlxEfBnXf8OzzYs,O8,,2,0.60,0.43 | 0.17,НЕТ
1YwTJGW3PTUNsZghtx5D0x11_YAYWvt1pMEGb3Tvf1qY,A11,,2,0.86,0.43 | 0.43,ДА
12Fnp80R8VNBn9xzVFVgh350qDfk6MyAdWlQ7Uzssosk,N25,3,2,0.86,0.43 | 0.43,ДА
1bTcdy9oqhjy2chZDtCNJsh7thYkuyJ4Q6dCeupc2nj0,N141,,2,0.76,0.43 | 0.33,НЕТ
1p90qR4lbsQHFOjB2EkNExFCkvQ_TUF-egAAiPfHd7nE,J3,,2,0.86,0.43 | 0.43,ДА
1gJhsvveZQhBQjjF3bufrJs2ddFiS0SdIt-7yoE2FW8M,O24,,2,0.86,0.43 | 0.43,ДА
1yQ8qKKZoq5HvgpwVZPtZxbv_G5-EMw54uPk3HLN6iRI,M5,2,2,0.86,0.43 | 0.43,ДА
1xymgp72XWfs5o9KjDT-P1QX-xk_Rszl2ebvT6EHDjDM,O73,,2,0.63,0.43 | 0.20,НЕТ
1GU_yD38xRktxAF95B9WnPnWxR3DWxuIFcR6NG5Ouazg,J4,2,2,0.86,0.43 | 0.43,ДА
1_UGU9KRJGnc_gI_4pwlXXxEbxNKckupUqyic_YDGiPI,P13,2,2,0.86,0.43 | 0.43,ДА
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,A13,,2,0.86,0.43 | 0.43,ДА
1KH2kao-cvZehkbtT3-Ek9B4B8bcVun0cHFOIBNcd1jA,L20,,2,0.86,0.43 | 0.43,ДА
1r9VgDOCITqfq3K4301VoPz0vnX16Ez90zm6g7p1CTcg,M3,,2,0.86,0.43 | 0.43,ДА
12Fnp80R8VNBn9xzVFVgh350qDfk6MyAdWlQ7Uzssosk,N13,3,2,0.86,0.43 | 0.43,ДА
1Jo-hBQ1tcYPtg5J3wukJD0NHHMDsaLVDvzqtgXHSbrA,A17,,2,0.86,0.43 | 0.43,ДА
10saY1-_x2vUTZq24QcSTxprZ-ZCkNS8stlHjqAa3B4Y,P7,,2,0.47,0.43 | 0.04,НЕТ
1daBmg6LopNg2q2y24SdqEyDiUhi6LQYU9ebBs_NuE6w,A15,,2,0.86,0.43 | 0.43,ДА
1YwwRULIFrksT1qe59q9j5Kz8gp4eYWUeQdf5VJj3cpo,A14,,2,0.83,0.43 | 0.40,НЕТ
1Q5p6aO8Fi3AyoHBoATAa6oXHSAKxN8SPxcXLnfqvOdg,A25,,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A12,,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A13,2,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A14,2,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A23,,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A24,,2,0.86,0.43 | 0.43,ДА
1oM4AZw_Ope1ns5VYIs-BWzJsmpkDgBmHDf-iM8iQXk4,A25,,2,0.86,0.43 | 0.43,ДА
1a4GS4vv28-91EFFYMMwtfS7jHIlZBw9-lxEWvkhWzJk,Q6,2,2,0.86,0.43 | 0.43,ДА
1vr84ZWCYkGLjMvrgoMlxY-IQDakYDtaReFi6UqgHK-s,J11,,2,0.86,0.43 | 0.43,ДА
1SAKCAgYpgBMJcwC-74dru3oy5xSZDcsNDeNshtVsJBU,O4,,2,0.85,0.43 | 0.42,ДА
1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,J6,2,2,0.85,0.43 | 0.43,ДА
1SpHayiTOIfQZDQVYxwiBrCMSufCuDTlSr2s2GHOmU3w,A3,,2,0.85,0.43 | 0.43,ДА
1oP8ir5Zkm3xOqjSd,R5,,2,0.63,0.43 | 0.21,НЕТ
1WzPZyUBQbTcbTH_9Jyv7yLuTRQUQjN8fsC3qy48mrtg,A3,,2,0.85,0.43 | 0.43,ДА
1Jrv62GAWBBaYN_XxoqLOyT-SUjfYi0J7SIa7vrxYVjU,A21,,2,0.85,0.43 | 0.43,ДА
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,J7,4,2,0.85,0.43 | 0.43,ДА
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,J8,4,2,0.85,0.43 | 0.43,ДА
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,J8,5,2,0.85,0.43 | 0.43,ДА
1VzI5iNzduLbgb1el7dKx4ULqHpBhXNnv2_kn0wgL8JA,O4,,2,0.59,0.43 | 0.17,НЕТ
188YJqb68Y0528Hxk33Cf7lhhS-7Rm7j0smjDt9OUmQA,O46,,2,0.77,0.43 | 0.34,НЕТ
1b_GBza-bubck9elfRqz8ALIwAHCBRmMVgGZ-74nWy1I,N8,,2,0.71,0.43 | 0.28,НЕТ
1fKhq3xN13ydIXlT_gIoPM1vLYXJckcwtuaDADG5F9oU,O4,,2,0.50,0.43 | 0.08,НЕТ
1vuE6GFi_zfX1NLenizoqqmLDUNdnVhUdZT7ZguWTl4Q,K4,,2,0.85,0.43 | 0.43,ДА
1IIO9n3vG-g8N5Qen7wwQ89BGgFvomUeXXYduUwR813E,P5,,2,0.82,0.43 | 0.40,НЕТ
1IxhDpcvANJN1mSHf110QzyycMPd3O_WpKxp071MlFpQ,A5,,2,0.85,0.43 | 0.43,ДА
1KH2kao-cvZehkbtT3-Ek9B4B8bcVun0cHFOIBNcd1jA,A20,,2,0.85,0.43 | 0.43,ДА
1WavNqOyZe0rTscc6tXiFQUgon5ZBXW-JPmdjoUo43VQ,O4,,2,0.44,0.43 | 0.02,НЕТ
1PUkeHrvmDZ1AnQtH6U_FHLJJZano7oLjAVmBVVagRe8,P24,2,2,0.85,0.43 | 0.43,ДА
1PNRF9nTGusUL4Zm2Htok4r0k4jRPzjaARc6O92cWRys,P13,,2,0.85,0.43 | 0.43,ДА
1qH4_9QWlrQVkwXYzZXDZd_53dPzI9YBBCP_DmUjBz6Q,N10,,2,0.79,0.43 | 0.36,НЕТ
1Xr2kTFZck061tklqryc72NJVtpSrAj5VwJlkhTnoywk,M3,5,2,0.85,0.43 | 0.43,ДА
